x,y
-1.8072247045969978,-0.03154574982398791
-1.805881475699607,-0.04726726264020212
-1.8054009986212054,-0.06300263938949666
-1.8040341823976807,-0.07870054647373477
-1.8022811745637546,-0.09436634140807966
-1.3130503040543908,-0.09172171854858255
-1.312201146453698,-0.1031606798951734
-1.2865963156418334,-0.11243708969898908
-1.2703877216252175,-0.12218474297209506
-1.2593293810637707,-0.1322066893816023
-1.258129461120195,-0.14317596791749354
-1.2483972231776546,-0.1530997126880433
-1.241810477513161,-0.16328849094712078
-1.2403403635642725,-0.17410392255920407
-1.2365506348314352,-0.18457395452605158
-1.2344014070512348,-0.19526462572724712
-1.2319131179863436,-0.20589063359347712
-1.2300721277861686,-0.2166181980166177
-1.2288752596211032,-0.2274658305804121
-1.2302822118770773,-0.23883309822970572
-1.2281542098267195,-0.24954519942499434
-1.2313130155582794,-0.2613804204254287
-1.2382638991752886,-0.274154243941749
-1.2467902092797836,-0.2874620732682727
-1.2442378081162757,-0.2983161852424813
-1.2556613313614362,-0.3126510793760508
-1.2746741730401598,-0.32920793883055943
-1.2717569229672274,-0.34030345765156533
-1.7778305897834716,-0.49236280214963785
-1.7734724377495932,-0.5078368315246601
-1.7737742319877914,-0.5246905675475022
-1.7691345169351511,-0.5401280206819761
-1.7703218416342725,-0.5574014520885756
-1.7706287876158655,-0.5745050380803784
-1.7655550888321516,-0.5899131890478975
-1.76507560863304,-0.606902315508925
-1.7658479461203638,-0.624427840217764
-1.76621346759231,-0.641927360207965
-1.7605523914535852,-0.6572944742161467
-1.7615272876008576,-0.6752065377614307
-1.76255592811988,-0.6932768585136078
-1.7564475108505642,-0.7086101494671705
-1.7573672390494801,-0.7268516560583044
-1.7574115091800753,-0.7448701687814571
-1.7499363620936916,-0.7597584031443707
-1.7432490773039493,-0.7749791977886362
-0.5797411232641715,-0.26992685685317536
-0.5773668595554325,-0.2749687028396782
-0.5585408650498497,-0.2719993234982525
-0.5395879828272981,-0.26861194186438864
-0.5225203756483879,-0.2658223615850275
-0.5201840528831262,-0.27036571900383116
-0.5043385640659168,-0.2677379127522138
-0.4883596336890061,-0.2647358794485734
-0.4860340760832522,-0.2689815877902597
-0.4706111802973645,-0.26582955253288104
-0.4563641190871006,-0.2630539544435404
-0.4439259880238565,-0.2610645560446205
-0.441634110988902,-0.2649231912777253
-0.42885911395253157,-0.2623688286803144
-0.41637511542499267,-0.2597447598380188
-0.4140957857574443,-0.2633633558914581
-0.4033940595722775,-0.2615220639435423
-0.3935908444136337,-0.2600659558086938
-0.39130958085999124,-0.26348598843981186
-0.38157732055354543,-0.2617943843662443
-0.3714950161518357,-0.2596671085477377
-0.36168301660763136,-0.2575294169192728
-0.35942506904084753,-0.2606714883261282
-0.35010160419819997,-0.2585951304315419
-0.341641308451008,-0.2569775758968061
-0.3332362625652628,-0.25523256064760935
-0.3309994108746373,-0.25812682290657707
-0.3228636206080605,-0.25633797029163774
-0.31556230671239655,-0.2550558729106657
-0.313327665848647,-0.2577961239772796
-0.3060859849853214,-0.2563433885761388
-0.29889379678121386,-0.2547843339235692
-0.2966621551380873,-0.25737933925626544
-0.2897229476040909,-0.2558180297961569
-0.2830197758569764,-0.2543227240070176
-0.27691850047597955,-0.25323648110384706
-0.2747011818658201,-0.25564004371233745
-0.26883256403782024,-0.254586144803895
-0.2628234699499276,-0.2532761943122608
-0.2570363940952087,-0.25205614932037546
-0.25483011631239,-0.2542864961414518
-0.2492715010772719,-0.25311318007616523
-0.244274527080351,-0.25240149146746216
-0.24206572443037122,-0.25452061317568775
-0.23761939015827854,-0.2542459802068776
-0.23218177435603285,-0.25280860463222343
-0.22695498192993568,-0.25148161345862713
-0.22475485310595467,-0.2534498406704816
-0.2195814350682047,-0.2520060672788742
-0.21445047314258278,-0.2504916326194244
-0.21225944621642515,-0.25235092814435783
-0.20750427589021492,-0.2511076136600519
-0.2037324889952036,-0.2509654013073162
-0.20153774043330888,-0.2527312780535073
-0.19763193105006258,-0.25231302209423095
-0.19298667362642352,-0.2508553346729007
-0.18868340511692347,-0.24973499675402352
-0.1864999502213033,-0.25136977650008085
-0.18224145235569064,-0.2501565679805136
-0.17801840164062596,-0.248888419126774
-0.17584272912200624,-0.250430291923786
-0.17223496464662016,-0.24989470768124805
-0.16822976920100763,-0.24869419682040528
-0.16370566286126015,-0.2466099312790469
-0.16155038946498976,-0.24802716367771277
-0.1581713140972153,-0.24752957579492282
-0.15507882993945304,-0.2474157513141678
-0.15291686187624995,-0.2487577754516707
-0.14906548610305445,-0.2472974711198201
-0.14563287546321646,-0.24643482983219434
-0.14210140083516953,-0.2453149687745653
-0.1399582325962042,-0.246543982187216
-0.1365892300578338,-0.24556949254057894
-0.1338459929114614,-0.245652817635289
-0.13170019398963528,-0.2468098773017481
-0.12861824754456344,-0.24617554878507503
-0.12589892902158736,-0.24617413001343363
-0.12285379091137719,-0.24547342598553792
-0.12070997266589172,-0.24653470203071498
-0.11758520210280422,-0.24554791982213547
-0.11459288206944614,-0.24475197626208364
-0.11245566450038873,-0.24574129084660065
-0.10969764876514193,-0.2453426069049137
-0.10785561504143358,-0.24697653632102523
-0.10726809114110565,-0.2515865738569115
-0.10507159229264194,-0.2525117977742912
-0.1054058885632071,-0.25967223257871846
-0.10580717277129399,-0.2673220693524545
-0.10347360401091849,-0.2682339647504107
-0.10377040548770572,-0.2761461482770209
-0.10428056388822403,-0.2850224762524404
-0.10489522637776068,-0.2946346233737113
-0.10232367975436536,-0.2955375346194396
-0.10277416611953537,-0.30542190296411637
-0.10298225295038696,-0.3150982409779577
-0.10023245083801884,-0.3159837047841941
-0.09382404257786864,-0.5262008191677202
-0.08923495613835503,-0.5269984588795488
-0.2143548706388609,-1.4153600670137398
-0.2020127191436031,-1.4171742980903754
-0.18912528492748237,-1.4149162179537347
-0.17678795930497823,-1.4165106052099232
-0.16423562212798723,-1.4162590765370138
-0.15164783508995885,-1.4153992434966094
-0.13930772325000376,-1.4166670189642825
-0.1266894812222376,-1.414839262652111
-0.11415393366759266,-1.413397619477636
-0.10163519630544086,-1.4115957955834324
-0.08933012826243995,-1.4124278853879533
-0.07692304124616306,-1.4114053132348416
-0.06459771479021319,-1.4115226176748978
-0.052294690802425554,-1.412031950870019
-0.04007259560148891,-1.4154328706756145
-0.02780988122223225,-1.4194775808724462
-0.015441649789611461,-1.4199159952519018
-0.003067349071141298,-1.4199966441826897
0.009308823839996518,-1.4202195511759246
0.021719183109833697,-1.4223341969393455
0.03411314596490536,-1.422090919727156
0.046512690626554505,-1.421989494073693
0.05873710788564845,-1.417533650380045
0.07092498674291317,-1.4137220459300206
0.08324203148049024,-1.4130502967297542
0.09560337941125663,-1.4130194723825722
0.10804670795995018,-1.4138775973244115
0.12036369868202526,-1.4128823487312794
0.1327417266242498,-1.4125265773837172
0.14522491691017864,-1.4130570007267083
0.15764423681382772,-1.4127315570961527
0.1699493572117242,-1.4113041393687102
0.18224157128325658,-1.4097695441142655
0.19472520896063014,-1.4096137877339403
0.20700175186752226,-1.4078633500088578
0.2194937033270585,-1.4074880928787838
0.2321981832903095,-1.4082352946586438
0.2444612905688005,-1.4061583548303065
0.25711051104481036,-1.406187892409419
0.2696845743940913,-1.4056125798336327
0.282415856794545,-1.4056601445741224
0.2946546163679316,-1.4031456856884843
0.3075131051806423,-1.4034551680919494
0.32034365882013854,-1.4034030483513145
0.3325613089965193,-1.4005581571739734
0.34553206465825387,-1.4007623241468021
0.35865553961839947,-1.401330899938066
0.3720073956597516,-1.4025018451388271
0.3842152306631942,-1.3992067697698558
0.39748665279791073,-1.3996533448433461
0.4107949197938395,-1.3999744672050909
0.42297925741304293,-1.3963414778459158
0.43677177825103036,-1.3978521089411453
0.45031610117159876,-1.3982762086904015
0.46248413882614453,-1.3942988804765755
0.47599019672526666,-1.3942377802410493
0.48977868196655117,-1.3947544529909828
0.5038668253483084,-1.395841726728441
0.5160116145762983,-1.3913978285828896
0.5304304007184235,-1.3929227402811706
0.5448237810848597,-1.3940687219430485
0.5569515644614486,-1.3892679758705564
0.5709379587154717,-1.3889862803076651
0.5852527908259975,-1.3892572040387006
0.6000117483511559,-1.3903017966057236
0.612104609690196,-1.3850202636064666
0.6272423456247485,-1.386466739985113
0.6424515917844461,-1.3877541545488452
0.6545206404670317,-1.382102880561565
0.6695909950024019,-1.3826467181680475
0.6848312157717034,-1.3832564082776075
0.7002455842858568,-1.3839281479650094
0.7122790971197127,-1.3777733793509108
0.7279942238436109,-1.3785882117685626
0.743896014480079,-1.3794532699554358
0.7558888739873162,-1.3729182839966396
0.7718661539807831,-1.3734711232491374
0.7882832615782956,-1.374499766268577
0.8002312688460953,-1.3675781602226091
0.8163469530823387,-1.367636671720467
0.833044134182031,-1.3683718297282232
0.8500794521621021,-1.3693440068262486
0.861980183616486,-1.3618840798950818
0.8785592743931506,-1.3616731433715847
0.896161397053316,-1.3627383781600992
0.9080028146426354,-1.3548771256021783
0.925696550605955,-1.3555840562918204
0.9437567151733806,-1.3564953456910305
0.9623362334618737,-1.3578059840159782
0.9741321554701089,-1.34936824482509
0.9931106176725596,-1.3506973851891841
1.0124854064694842,-1.3521977808036862
1.0242305521388242,-1.343323234664498
1.0435633133941293,-1.3442205212548832
1.0640739918763567,-1.346254955652493
1.0843853535351462,-1.3476437200568527
1.0960880831828215,-1.3381427820209713
1.1169931834259044,-1.3396770121739883
1.1394634023712125,-1.3426631318582554
1.1511206378127632,-1.332682410852764
1.1734194359616457,-1.3348050692361657
1.1965085493171794,-1.3373845809832485
1.2081176192941179,-1.3269069462445184
1.2330580622816831,-1.3308158587343641
1.25781437639558,-1.33402599148187
1.28237305376545,-1.3365438037287285
1.2880334977601835,-1.319236055885249
1.2994809389475261,-1.3079615253561765
1.1773117437005325,-1.1051491799579176
1.186897750678781,-1.0948476520733357
1.1615705474215816,-1.0528978364954638
1.17070181306048,-1.042735467715089
1.1445644688364907,-1.0017051765905394
1.1204572558292611,-0.9634938682021191
1.1288109807422224,-0.9536931718111978
1.107262208281871,-0.9190709615161258
1.0894604857291696,-0.8883743661444008
1.0708194981769852,-0.8577467835862627
1.0782535856124735,-0.8483826657484425
1.0585051892841109,-0.8180108278563081
1.0401037035652256,-0.7894095139448649
1.0469434390859165,-0.7803156606346692
1.0284857931847944,-0.7527066193537495
1.0122676653857259,-0.7273764236313228
1.0185678767774924,-0.7185275001258841
1.0036207373775698,-0.6949646862532051
0.9887554872448429,-0.6719991631000843
0.9733597117846409,-0.6492078026738567
